Package,nUsing,ERROR,FAIL,NOTE,OK,WARN,has_problem,modeled_problem_probability
ggalluvial,6,0,0,0,12,0,FALSE,0.110675716060278
ggalt,13,0,0,5,6,1,FALSE,0.221027051483318
gganimate,8,1,0,0,10,1,TRUE,0.136063049330599
ggasym,10,1,0,0,6,0,TRUE,0.166185636270792
ggbeeswarm,3,0,0,0,11,1,FALSE,0.0803891324736847
ggbuildr,3,0,0,0,12,0,FALSE,0.0803891324736847
ggconf,2,0,0,0,12,0,FALSE,0.0721040324815259
ggcorrplot,2,0,0,0,11,1,FALSE,0.0721040324815259
ggdag,14,1,0,5,6,0,TRUE,0.241961935065665
ggdark,1,0,0,0,12,0,FALSE,0.0646128204107019
ggdendro,2,0,0,0,10,2,FALSE,0.0721040324815259
ggdistribute,5,1,0,4,6,0,TRUE,0.0996073011649021
ggdmc,8,1,0,2,9,0,TRUE,0.136063049330599
gge,3,0,0,0,12,0,FALSE,0.0803891324736847
ggedit,14,0,0,5,7,0,FALSE,0.241961935065665
ggeffects,9,1,0,0,10,1,TRUE,0.15050530328391
ggenealogy,6,0,0,5,6,1,FALSE,0.110675716060278
ggetho,7,0,0,0,12,0,FALSE,0.122806306686478
ggfan,4,0,0,5,7,0,FALSE,0.0895343702857667
ggfittext,2,0,0,0,11,1,FALSE,0.0721040324815259
ggfocus,5,0,0,0,12,0,FALSE,0.0996073011649021
ggforce,8,0,0,5,6,1,FALSE,0.136063049330599
ggformula,8,0,0,5,7,0,FALSE,0.136063049330599
ggfortify,7,5,0,0,7,0,TRUE,0.122806306686478
gggenes,3,0,0,0,12,0,FALSE,0.0803891324736847
ggghost,2,0,0,0,12,0,FALSE,0.0721040324815259
ggguitar,6,0,0,5,7,0,FALSE,0.110675716060278
gghalfnorm,2,0,0,0,12,0,FALSE,0.0721040324815259
gghighlight,7,0,0,0,12,0,FALSE,0.122806306686478
ggimage,7,0,0,0,11,1,FALSE,0.122806306686478
gginference,2,0,0,0,12,0,FALSE,0.0721040324815259
gginnards,5,0,0,5,7,0,FALSE,0.0996073011649021
ggiraph,6,0,0,0,11,1,FALSE,0.110675716060278
ggiraphExtra,19,0,0,2,7,3,FALSE,0.365107703239345
ggjoy,2,0,0,0,12,0,FALSE,0.0721040324815259
gglasso,0,0,0,0,6,6,FALSE,0.0578513797619318
gglogo,8,0,0,3,4,5,FALSE,0.136063049330599
ggloop,5,0,0,0,12,0,FALSE,0.0996073011649021
gglorenz,2,0,0,0,12,0,FALSE,0.0721040324815259
ggm,1,0,0,12,0,0,FALSE,0.0646128204107019
ggmap,17,0,0,1,11,0,FALSE,0.312439480946161
ggmcmc,4,0,0,0,12,0,FALSE,0.0895343702857667
ggmosaic,7,0,0,0,11,1,FALSE,0.122806306686478
ggmuller,3,0,0,0,12,0,FALSE,0.0803891324736847
ggnetwork,4,0,0,0,11,1,FALSE,0.0895343702857667
ggnormalviolin,4,0,0,5,7,0,FALSE,0.0895343702857667
ggpage,7,0,0,0,12,0,FALSE,0.122806306686478
ggparallel,3,0,0,0,12,0,FALSE,0.0803891324736847
ggparliament,3,0,0,0,12,0,FALSE,0.0803891324736847
ggperiodic,5,0,0,0,12,0,FALSE,0.0996073011649021
ggplot2,12,1,0,5,4,2,TRUE,0.201422189292113
ggplot2movies,0,0,0,0,12,0,FALSE,0.0578513797619318
ggplotAssist,16,0,0,5,7,0,FALSE,0.287721271529978
ggplotgui,8,0,0,2,9,1,FALSE,0.136063049330599
ggplotify,3,0,0,0,11,1,FALSE,0.0803891324736847
ggpmisc,14,0,0,0,12,0,FALSE,0.241961935065665
ggpol,5,1,0,5,6,0,TRUE,0.0996073011649021
ggpolypath,1,0,0,0,12,0,FALSE,0.0646128204107019
ggpubr,13,0,0,0,12,0,FALSE,0.221027051483318
ggpval,2,0,0,0,12,0,FALSE,0.0721040324815259
ggquickeda,21,0,0,5,7,0,FALSE,0.421215189948552
ggquiver,2,0,0,0,12,0,FALSE,0.0721040324815259
ggraph,12,0,0,6,6,0,FALSE,0.201422189292113
ggraptR,5,0,0,0,11,1,FALSE,0.0996073011649021
ggrasp,5,0,0,7,5,0,FALSE,0.0996073011649021
ggrepel,3,0,0,0,11,1,FALSE,0.0803891324736847
ggridges,4,0,0,5,5,2,FALSE,0.0895343702857667
ggsci,2,0,0,0,10,2,FALSE,0.0721040324815259
ggseas,4,0,0,0,9,3,FALSE,0.0895343702857667
ggseqlogo,1,0,0,0,12,0,FALSE,0.0646128204107019
ggsignif,1,0,0,0,10,2,FALSE,0.0646128204107019
ggsn,5,0,0,0,12,0,FALSE,0.0996073011649021
ggsolvencyii,4,1,0,0,10,0,TRUE,0.0895343702857667
ggsom,6,0,0,0,12,0,FALSE,0.110675716060278
ggspatial,11,0,0,5,7,0,FALSE,0.183147410567722
ggspectra,8,0,0,0,12,0,FALSE,0.136063049330599
ggstance,4,0,0,0,10,2,FALSE,0.0895343702857667
ggstatsplot,30,7,0,1,4,0,TRUE,0.677401457587056
ggswissmaps,1,0,0,0,12,0,FALSE,0.0646128204107019
ggtern,10,0,0,0,12,0,FALSE,0.166185636270792
ggthemes,5,0,0,5,7,0,FALSE,0.0996073011649021
ggupset,5,0,0,0,12,0,FALSE,0.0996073011649021
ggversa,0,0,0,0,12,0,FALSE,0.0578513797619318
ggvis,7,1,0,0,11,0,TRUE,0.122806306686478
ggvoronoi,5,0,0,0,12,0,FALSE,0.0996073011649021
ggwordcloud,6,0,0,5,7,0,FALSE,0.110675716060278
gh,3,0,0,0,11,1,FALSE,0.0803891324736847
ghibli,1,0,0,5,7,0,FALSE,0.0646128204107019
ghyp,2,0,0,3,9,0,FALSE,0.0721040324815259
gibble,2,0,0,0,12,0,FALSE,0.0721040324815259
gibbs.met,0,0,0,12,0,0,FALSE,0.0578513797619318
gifski,0,0,0,2,9,0,FALSE,0.0578513797619318
gifti,3,2,0,0,10,0,TRUE,0.0803891324736847
gim,1,0,0,0,12,0,FALSE,0.0646128204107019
gimme,6,0,0,0,9,3,FALSE,0.110675716060278
gimmeTools,9,0,0,0,12,0,FALSE,0.15050530328391
gimms,6,0,0,0,12,0,FALSE,0.110675716060278
giphyr,7,0,0,0,12,0,FALSE,0.122806306686478
gistr,7,0,0,0,12,0,FALSE,0.122806306686478
git2r,0,0,0,3,7,2,FALSE,0.0578513797619318
gitgadget,6,0,0,0,12,0,FALSE,0.110675716060278
githubinstall,6,0,0,5,7,0,FALSE,0.110675716060278
gitlabr,9,1,0,0,11,0,TRUE,0.15050530328391
gitter,6,0,0,0,12,0,FALSE,0.110675716060278
givitiR,2,0,0,0,12,0,FALSE,0.0721040324815259
gjam,3,0,0,0,12,0,FALSE,0.0803891324736847
gk,3,0,0,0,12,0,FALSE,0.0803891324736847
gkmSVM,11,1,0,2,9,0,TRUE,0.183147410567722
glacierSMBM,3,0,0,0,12,0,FALSE,0.0803891324736847
glamlasso,1,0,0,3,9,0,FALSE,0.0646128204107019
glarma,1,0,0,0,12,0,FALSE,0.0646128204107019
glassdoor,1,0,0,0,12,0,FALSE,0.0646128204107019
glasso,0,0,0,0,12,0,FALSE,0.0578513797619318
glassoFast,0,0,0,0,12,0,FALSE,0.0578513797619318
glba,0,0,0,12,0,0,FALSE,0.0578513797619318
glcm,1,6,0,0,6,0,TRUE,0.0646128204107019
gld,2,0,0,2,10,0,FALSE,0.0721040324815259
gldrm,0,0,0,0,12,0,FALSE,0.0578513797619318
glinternet,0,0,0,0,12,0,FALSE,0.0578513797619318
gllm,0,0,0,2,10,0,FALSE,0.0578513797619318
gllvm,7,0,0,6,5,1,FALSE,0.122806306686478
glm.deploy,1,0,0,0,12,0,FALSE,0.0646128204107019
glm.predict,2,0,0,0,12,0,FALSE,0.0721040324815259
glm2,0,0,0,0,12,0,FALSE,0.0578513797619318
glmBfp,6,0,0,3,9,0,FALSE,0.110675716060278
glmbb,1,0,0,0,12,0,FALSE,0.0646128204107019
glmc,1,0,0,0,12,0,FALSE,0.0646128204107019
glmdm,0,0,0,12,0,0,FALSE,0.0578513797619318
glmertree,3,0,0,0,12,0,FALSE,0.0803891324736847
glmgraph,1,0,0,2,10,0,FALSE,0.0646128204107019
glmlep,0,0,0,0,12,0,FALSE,0.0578513797619318
glmm,6,0,0,0,12,0,FALSE,0.110675716060278
glmmEP,2,0,0,0,12,0,FALSE,0.0721040324815259
glmmLasso,2,0,0,0,12,0,FALSE,0.0721040324815259
glmmML,0,0,0,0,12,0,FALSE,0.0578513797619318
glmmTMB,4,2,0,6,3,1,TRUE,0.0895343702857667
glmmboot,0,0,0,0,12,0,FALSE,0.0578513797619318
glmmfields,13,0,0,12,0,0,FALSE,0.221027051483318
glmmsr,5,0,0,3,9,0,FALSE,0.0996073011649021
glmnet,2,2,0,0,10,0,TRUE,0.0721040324815259
glmnetUtils,2,0,0,0,12,0,FALSE,0.0721040324815259
glmnetcr,1,0,0,0,12,0,FALSE,0.0646128204107019
glmpath,1,0,0,0,12,0,FALSE,0.0646128204107019
glmpathcr,1,3,0,0,9,0,TRUE,0.0646128204107019
glmtlp,1,0,0,0,12,0,FALSE,0.0646128204107019
glmulti,1,0,0,12,0,0,FALSE,0.0646128204107019
glmvsd,4,0,0,0,12,0,FALSE,0.0895343702857667
glmx,4,0,0,0,12,0,FALSE,0.0895343702857667
globalGSA,0,0,0,12,0,0,FALSE,0.0578513797619318
globalOptTests,0,0,0,12,0,0,FALSE,0.0578513797619318
globalboosttest,2,0,0,12,0,0,FALSE,0.0721040324815259
globals,1,0,0,0,12,0,FALSE,0.0646128204107019
globe,0,0,0,0,12,0,FALSE,0.0578513797619318
glogis,2,0,0,0,12,0,FALSE,0.0721040324815259
glpkAPI,0,0,0,0,12,0,FALSE,0.0578513797619318
glrt,1,0,0,12,0,0,FALSE,0.0646128204107019
glue,0,0,0,0,12,0,FALSE,0.0578513797619318
gmDatabase,5,0,0,0,12,0,FALSE,0.0996073011649021
gma,3,0,0,0,12,0,FALSE,0.0803891324736847
gmailr,6,0,0,0,12,0,FALSE,0.110675716060278
gmapsdistance,2,0,0,0,12,0,FALSE,0.0721040324815259
gmat,1,0,0,0,12,0,FALSE,0.0646128204107019
gmediation,3,0,0,0,11,1,FALSE,0.0803891324736847
gmeta,2,0,0,0,12,0,FALSE,0.0721040324815259
gmfd,0,0,0,0,12,0,FALSE,0.0578513797619318
gmm,1,0,0,0,12,0,FALSE,0.0646128204107019
gmnl,6,2,0,0,10,0,TRUE,0.110675716060278
gmodels,2,0,0,0,12,0,FALSE,0.0721040324815259
gmp,0,0,0,0,12,0,FALSE,0.0578513797619318
gmt,0,0,0,0,12,0,FALSE,0.0578513797619318
gmvarkit,3,0,0,0,12,0,FALSE,0.0803891324736847
gnFit,2,0,0,0,12,0,FALSE,0.0721040324815259
gnlm,1,0,0,0,12,0,FALSE,0.0646128204107019
gnm,5,0,0,0,12,0,FALSE,0.0996073011649021
gnmf,0,0,0,9,0,3,FALSE,0.0578513797619318
gnorm,0,0,0,0,12,0,FALSE,0.0578513797619318
gnumeric,1,0,0,0,12,0,FALSE,0.0646128204107019
goeveg,5,0,0,5,7,0,FALSE,0.0996073011649021
gof,0,0,0,12,0,0,FALSE,0.0578513797619318
gofCopula,8,0,0,0,12,0,FALSE,0.136063049330599
gofMC,2,0,0,2,10,0,FALSE,0.0721040324815259
gofastr,5,1,0,0,11,0,TRUE,0.0996073011649021
goft,1,0,0,0,12,0,FALSE,0.0646128204107019
goftest,0,0,0,0,12,0,FALSE,0.0578513797619318
goftte,1,0,0,0,12,0,FALSE,0.0646128204107019
gogarch,2,0,0,12,0,0,FALSE,0.0721040324815259
goldi,6,0,0,0,11,1,FALSE,0.110675716060278
gomms,0,0,0,0,12,0,FALSE,0.0578513797619318
goodpractice,14,0,0,0,12,0,FALSE,0.241961935065665
googleAnalyticsR,10,0,0,0,12,0,FALSE,0.166185636270792
googleAuthR,6,0,0,5,7,0,FALSE,0.110675716060278
googleCloudStorageR,8,0,0,0,12,0,FALSE,0.136063049330599
googleComputeEngineR,5,0,0,0,9,3,FALSE,0.0996073011649021
googleLanguageR,7,0,0,0,11,1,FALSE,0.122806306686478
googlePolylines,1,0,0,5,7,0,FALSE,0.0646128204107019
googlePrintr,3,0,0,0,12,0,FALSE,0.0803891324736847
googlePublicData,2,0,0,0,12,0,FALSE,0.0721040324815259
googleVis,1,0,0,0,12,0,FALSE,0.0646128204107019
googledrive,8,0,0,0,12,0,FALSE,0.136063049330599
googleformr,3,0,0,0,12,0,FALSE,0.0803891324736847
googlenlp,6,0,0,0,12,0,FALSE,0.110675716060278
googlesheets,10,0,0,5,7,0,FALSE,0.166185636270792
googleway,11,1,0,0,11,0,TRUE,0.183147410567722
goric,5,0,0,0,12,0,FALSE,0.0996073011649021
govStatJPN,0,0,0,12,0,0,FALSE,0.0578513797619318
gower,0,0,0,0,12,0,FALSE,0.0578513797619318
gpDDE,11,0,0,10,2,0,FALSE,0.183147410567722
gpairs,5,0,0,12,0,0,FALSE,0.0996073011649021
gpclib,0,1,0,9,0,0,TRUE,0.0578513797619318
gpg,2,0,0,0,11,0,FALSE,0.0721040324815259
gpk,0,0,0,0,12,0,FALSE,0.0578513797619318
gplm,1,0,0,3,9,0,FALSE,0.0646128204107019
gplots,4,0,0,0,12,0,FALSE,0.0895343702857667
gpmap,4,0,0,12,0,0,FALSE,0.0895343702857667
gppm,6,0,0,0,12,0,FALSE,0.110675716060278
gpr,0,0,0,0,12,0,FALSE,0.0578513797619318
gprofiler2,10,1,0,0,10,0,TRUE,0.166185636270792
gptk,2,0,0,12,0,0,FALSE,0.0721040324815259
gpuR,2,2,1,1,2,1,TRUE,0.0721040324815259
gqlr,5,0,0,8,3,1,FALSE,0.0996073011649021
gquad,2,0,0,2,10,0,FALSE,0.0721040324815259
grImport,1,0,0,0,12,0,FALSE,0.0646128204107019
grImport2,4,0,0,2,10,0,FALSE,0.0895343702857667
gradDescent,0,0,0,0,12,0,FALSE,0.0578513797619318
grade,0,0,0,12,0,0,FALSE,0.0578513797619318
gradientPickerD3,3,0,0,2,10,0,FALSE,0.0803891324736847
grainchanger,4,2,0,0,10,0,TRUE,0.0895343702857667
gramEvol,0,0,0,1,11,0,FALSE,0.0578513797619318
granova,1,0,0,12,0,0,FALSE,0.0646128204107019
granovaGG,5,0,0,0,12,0,FALSE,0.0996073011649021
grapes,1,0,0,0,12,0,FALSE,0.0646128204107019
graphTweets,9,0,0,5,7,0,FALSE,0.15050530328391
grapherator,7,0,0,5,7,0,FALSE,0.122806306686478
graphframes,3,0,0,0,12,0,FALSE,0.0803891324736847
graphicalVAR,8,0,0,4,8,0,FALSE,0.136063049330599
graphicsQC,1,0,0,10,2,0,FALSE,0.0646128204107019
graphkernels,2,0,0,3,9,0,FALSE,0.0721040324815259
graphon,2,0,0,0,12,0,FALSE,0.0721040324815259
graphql,2,0,0,0,12,0,FALSE,0.0721040324815259
graphscan,4,0,0,2,10,0,FALSE,0.0895343702857667
gratia,7,1,0,0,10,0,TRUE,0.122806306686478
graticule,2,1,0,0,11,0,TRUE,0.0721040324815259
grattan,10,0,0,12,0,0,FALSE,0.166185636270792
gravity,14,0,0,0,12,0,FALSE,0.241961935065665
grec,2,0,0,7,5,0,FALSE,0.0721040324815259
gremlin,1,5,0,0,7,0,TRUE,0.0646128204107019
gren,4,0,0,0,12,0,FALSE,0.0895343702857667
greport,8,0,0,12,0,0,FALSE,0.136063049330599
greta,6,0,0,0,12,0,FALSE,0.110675716060278
grex,0,0,0,0,12,0,FALSE,0.0578513797619318
greybox,4,0,0,3,8,1,FALSE,0.0895343702857667
greyzoneSurv,3,0,0,12,0,0,FALSE,0.0803891324736847
grf,6,0,0,12,0,0,FALSE,0.110675716060278
gridBase,0,0,0,12,0,0,FALSE,0.0578513797619318
gridDebug,3,0,0,0,12,0,FALSE,0.0803891324736847
gridExtra,1,0,0,1,11,0,FALSE,0.0646128204107019
gridGraphics,0,0,0,0,12,0,FALSE,0.0578513797619318
gridGraphviz,2,0,0,12,0,0,FALSE,0.0721040324815259
gridSVG,2,0,0,0,12,0,FALSE,0.0721040324815259
gridSVG,2,0,0,0,12,0,FALSE,0.0721040324815259
gridsample,9,0,0,0,12,0,FALSE,0.15050530328391
gridsampler,7,0,0,5,7,0,FALSE,0.122806306686478
grnn,0,0,0,0,12,0,FALSE,0.0578513797619318
groc,6,0,0,0,12,0,FALSE,0.110675716060278
gromovlab,5,0,0,0,12,0,FALSE,0.0996073011649021
groupICA,1,0,0,0,12,0,FALSE,0.0646128204107019
groupRemMap,0,0,0,2,10,0,FALSE,0.0578513797619318
groupdata2,3,0,0,2,10,0,FALSE,0.0803891324736847
grouped,1,0,0,12,0,0,FALSE,0.0646128204107019
groupedSurv,5,1,0,6,5,0,TRUE,0.0996073011649021
groupedstats,15,2,0,0,10,0,TRUE,0.264207155555033
groupsubsetselection,0,0,0,0,12,0,FALSE,0.0578513797619318
grove,2,0,0,0,12,0,FALSE,0.0721040324815259
growcurves,4,0,0,4,8,0,FALSE,0.0895343702857667
growfunctions,5,0,0,3,9,0,FALSE,0.0996073011649021
growth,1,0,0,0,12,0,FALSE,0.0646128204107019
growthcurver,1,0,0,0,12,0,FALSE,0.0646128204107019
growthmodels,0,0,0,12,0,0,FALSE,0.0578513797619318
growthrate,3,0,0,0,12,0,FALSE,0.0803891324736847
growthrates,3,0,0,0,12,0,FALSE,0.0803891324736847
grpSLOPE,1,0,0,0,12,0,FALSE,0.0646128204107019
grplasso,0,0,0,0,12,0,FALSE,0.0578513797619318
grpreg,1,0,0,0,12,0,FALSE,0.0646128204107019
grpregOverlap,2,0,0,0,12,0,FALSE,0.0721040324815259
grpss,4,0,0,0,12,0,FALSE,0.0895343702857667
grr,0,0,0,2,10,0,FALSE,0.0578513797619318
grt,1,0,0,0,12,0,FALSE,0.0646128204107019
gsDesign,3,0,0,12,0,0,FALSE,0.0803891324736847
gsEasy,2,0,0,0,12,0,FALSE,0.0721040324815259
gsalib,0,0,0,12,0,0,FALSE,0.0578513797619318
gsarima,1,0,0,12,0,0,FALSE,0.0646128204107019
gsbDesign,2,0,0,0,12,0,FALSE,0.0721040324815259
gscounts,1,0,0,0,12,0,FALSE,0.0646128204107019
gset,3,0,0,12,0,0,FALSE,0.0803891324736847
gsg,4,0,0,12,0,0,FALSE,0.0895343702857667
gsheet,2,0,0,0,12,0,FALSE,0.0721040324815259
gskat,5,0,0,12,0,0,FALSE,0.0996073011649021
gsl,0,0,0,2,10,0,FALSE,0.0578513797619318
gsloid,0,0,0,0,11,1,FALSE,0.0578513797619318
gsmoothr,0,0,0,12,0,0,FALSE,0.0578513797619318
gsrsb,3,0,0,0,11,1,FALSE,0.0803891324736847
gss,0,0,0,0,12,0,FALSE,0.0578513797619318
gsscopu,1,0,0,2,10,0,FALSE,0.0646128204107019
gstat,5,2,0,0,10,0,TRUE,0.0996073011649021
gsubfn,1,0,0,0,12,0,FALSE,0.0646128204107019
gsw,1,0,0,0,12,0,FALSE,0.0646128204107019
gsynth,8,0,0,0,12,0,FALSE,0.136063049330599
gt4ireval,0,0,0,0,11,1,FALSE,0.0578513797619318
gtWAS,0,0,0,0,12,0,FALSE,0.0578513797619318
gtable,0,0,0,0,12,0,FALSE,0.0578513797619318
gtcorr,0,0,0,6,6,0,FALSE,0.0578513797619318
gte,1,0,0,12,0,0,FALSE,0.0646128204107019
gtheory,1,0,0,0,12,0,FALSE,0.0646128204107019
gtools,0,0,0,12,0,0,FALSE,0.0578513797619318
gtop,3,0,0,0,12,0,FALSE,0.0803891324736847
gtrendsR,4,0,0,0,12,0,FALSE,0.0895343702857667
gtx,1,0,0,10,0,2,FALSE,0.0646128204107019
guardianapi,5,0,0,0,12,0,FALSE,0.0996073011649021
guess,1,0,0,0,12,0,FALSE,0.0646128204107019
gumbel,0,0,0,0,12,0,FALSE,0.0578513797619318
gunsales,6,0,0,0,11,1,FALSE,0.110675716060278
gustave,1,1,0,0,10,1,TRUE,0.0646128204107019
gutenbergr,6,0,0,5,7,0,FALSE,0.110675716060278
gvc,2,0,0,0,12,0,FALSE,0.0721040324815259
gvcR,4,0,0,0,12,0,FALSE,0.0895343702857667
gvcm.cat,3,0,0,12,0,0,FALSE,0.0803891324736847
gvlma,0,0,0,0,12,0,FALSE,0.0578513797619318
gwdegree,11,0,0,0,12,0,FALSE,0.183147410567722
gwerAM,2,0,0,12,0,0,FALSE,0.0721040324815259
gwfa,2,0,0,3,9,0,FALSE,0.0721040324815259
gwrpvr,0,0,0,0,12,0,FALSE,0.0578513797619318
gwrr,2,0,0,12,0,0,FALSE,0.0721040324815259
gym,2,0,0,2,10,0,FALSE,0.0721040324815259
gyriq,4,0,0,2,10,0,FALSE,0.0895343702857667
h2o,2,0,0,7,5,0,FALSE,0.0721040324815259
h2o4gpu,2,0,0,0,10,2,FALSE,0.0721040324815259
h5,1,2,0,3,6,0,TRUE,0.0646128204107019
hBayesDM,5,0,0,12,0,0,FALSE,0.0996073011649021
hIRT,2,0,0,0,12,0,FALSE,0.0721040324815259
hNMF,7,0,0,0,12,0,FALSE,0.122806306686478
hR,7,0,0,0,12,0,FALSE,0.122806306686478
hSDM,1,0,0,12,0,0,FALSE,0.0646128204107019
haarfisz,1,0,0,12,0,0,FALSE,0.0646128204107019
hablar,1,0,0,0,9,3,FALSE,0.0646128204107019
hail,0,0,0,0,12,0,FALSE,0.0578513797619318
halfcircle,1,0,0,0,12,0,FALSE,0.0646128204107019
hamlet,0,0,0,0,12,0,FALSE,0.0578513797619318
handlr,6,0,0,0,12,0,FALSE,0.110675716060278
handyplots,0,0,0,0,12,0,FALSE,0.0578513797619318
hansard,5,0,0,0,12,0,FALSE,0.0996073011649021
hapassoc,0,0,0,12,0,0,FALSE,0.0578513797619318
haplo.stats,1,0,0,0,12,0,FALSE,0.0646128204107019
haploR,6,2,0,0,8,2,TRUE,0.110675716060278
haploReconstruct,8,0,0,7,5,0,FALSE,0.136063049330599
haplotyper,0,0,0,0,12,0,FALSE,0.0578513797619318
haplotypes,6,1,0,8,3,0,TRUE,0.110675716060278
happybiRthday,5,0,0,2,10,0,FALSE,0.0996073011649021
happytime,0,0,0,0,12,0,FALSE,0.0578513797619318
hapsim,1,0,0,0,12,0,FALSE,0.0646128204107019
harmonicmeanp,3,0,0,0,12,0,FALSE,0.0803891324736847
harrietr,7,1,0,0,11,0,TRUE,0.122806306686478
harrypotter,2,0,0,0,11,1,FALSE,0.0721040324815259
harvestr,3,5,0,0,7,0,TRUE,0.0803891324736847
hash,0,0,0,12,0,0,FALSE,0.0578513797619318
hashFunction,0,0,0,12,0,0,FALSE,0.0578513797619318
hashids,0,0,0,0,12,0,FALSE,0.0578513797619318
hashmap,1,0,0,3,5,4,FALSE,0.0646128204107019
hashr,0,0,0,2,10,0,FALSE,0.0578513797619318
hasseDiagram,2,0,0,0,12,0,FALSE,0.0721040324815259
haven,5,0,0,7,0,5,FALSE,0.0996073011649021
hawkes,1,0,0,2,10,0,FALSE,0.0646128204107019
hazer,0,0,0,0,12,0,FALSE,0.0578513797619318
hazus,1,0,0,12,0,0,FALSE,0.0646128204107019
hbim,1,0,0,12,0,0,FALSE,0.0646128204107019
hbm,3,0,0,12,0,0,FALSE,0.0803891324736847
hbmem,0,0,0,0,12,0,FALSE,0.0578513797619318
hbsae,2,0,0,12,0,0,FALSE,0.0721040324815259
hcandersenr,0,0,0,5,7,0,FALSE,0.0578513797619318
hcc,0,0,0,12,0,0,FALSE,0.0578513797619318
hcci,0,0,0,0,12,0,FALSE,0.0578513797619318
hcp,0,0,0,12,0,0,FALSE,0.0578513797619318
hctrial,2,1,0,0,10,0,TRUE,0.0721040324815259
hda,1,0,0,0,12,0,FALSE,0.0646128204107019
hdbinseg,4,0,0,0,12,0,FALSE,0.0895343702857667
hddplot,2,0,0,0,12,0,FALSE,0.0721040324815259
hddtools,11,0,0,0,12,0,FALSE,0.183147410567722
hdf5r,2,1,0,6,5,0,TRUE,0.0721040324815259
hdi,4,5,0,0,7,0,TRUE,0.0895343702857667
hdlm,5,0,0,3,9,0,FALSE,0.0996073011649021
hdm,5,0,0,0,12,0,FALSE,0.0996073011649021
hdme,4,0,0,0,12,0,FALSE,0.0895343702857667
hdnom,9,0,0,0,12,0,FALSE,0.15050530328391
hdpca,2,0,0,0,12,0,FALSE,0.0721040324815259
hdrcde,6,0,0,0,12,0,FALSE,0.110675716060278
hds,2,0,0,0,12,0,FALSE,0.0721040324815259
healthcareai,21,1,0,0,11,0,TRUE,0.421215189948552
heatex,0,0,0,12,0,0,FALSE,0.0578513797619318
heatmap.plus,0,0,0,12,0,0,FALSE,0.0578513797619318
heatmap3,1,0,0,12,0,0,FALSE,0.0646128204107019
heatmapFit,0,0,0,0,12,0,FALSE,0.0578513797619318
heatmaply,14,0,0,1,8,3,FALSE,0.241961935065665
heatwaveR,7,0,0,0,12,0,FALSE,0.122806306686478
heavy,0,0,0,0,12,0,FALSE,0.0578513797619318
hedgehog,2,0,0,0,12,0,FALSE,0.0721040324815259
heemod,8,0,0,0,12,0,FALSE,0.136063049330599
heims,6,0,0,0,12,0,FALSE,0.110675716060278
helixvis,3,0,0,0,11,0,FALSE,0.0803891324736847
hellno,0,0,0,0,12,0,FALSE,0.0578513797619318
helloJavaWorld,1,0,0,0,12,0,FALSE,0.0646128204107019
helminthR,7,0,0,5,7,0,FALSE,0.122806306686478
helsinki,4,0,0,5,7,0,FALSE,0.0895343702857667
heplots,2,0,0,7,5,0,FALSE,0.0721040324815259
here,1,0,0,0,12,0,FALSE,0.0646128204107019
hergm,10,2,0,0,10,0,TRUE,0.166185636270792
heritability,1,0,0,1,11,0,FALSE,0.0646128204107019
hermite,1,0,0,0,12,0,FALSE,0.0646128204107019
hero,0,0,0,0,12,0,FALSE,0.0578513797619318
hesim,2,0,0,0,12,0,FALSE,0.0721040324815259
het.test,1,0,0,12,0,0,FALSE,0.0646128204107019
hetGP,3,2,2,0,8,0,TRUE,0.0803891324736847
hetmeta,1,0,0,0,12,0,FALSE,0.0646128204107019
hett,2,0,0,0,12,0,FALSE,0.0721040324815259
hettx,11,0,0,5,7,0,FALSE,0.183147410567722
heuristica,1,0,0,1,10,1,FALSE,0.0646128204107019
hexSticker,5,0,0,0,12,0,FALSE,0.0996073011649021
hexView,0,0,0,0,12,0,FALSE,0.0578513797619318
hexbin,1,0,0,1,11,0,FALSE,0.0646128204107019
hextri,2,0,0,0,12,0,FALSE,0.0721040324815259
hflights,0,0,0,0,12,0,FALSE,0.0578513797619318
hgam,3,0,0,12,0,0,FALSE,0.0803891324736847
hglasso,4,0,0,12,0,0,FALSE,0.0895343702857667
hgm,1,0,0,0,12,0,FALSE,0.0646128204107019
hgutils,4,0,0,0,12,0,FALSE,0.0895343702857667
hhh4contacts,1,0,0,0,12,0,FALSE,0.0646128204107019
hhi,1,0,0,0,12,0,FALSE,0.0646128204107019
hht,3,0,0,0,12,0,FALSE,0.0803891324736847
hiPOD,1,0,0,12,0,0,FALSE,0.0646128204107019
hiddenf,0,0,0,0,12,0,FALSE,0.0578513797619318
hier.part,1,0,0,8,0,4,FALSE,0.0646128204107019
hierDiversity,0,0,0,12,0,0,FALSE,0.0578513797619318
hierNet,0,0,0,0,12,0,FALSE,0.0578513797619318
hierarchicalDS,8,0,0,12,0,0,FALSE,0.136063049330599
hierarchicalSets,8,0,0,12,0,0,FALSE,0.136063049330599
hierband,0,0,0,12,0,0,FALSE,0.0578513797619318
hierfstat,3,0,0,0,12,0,FALSE,0.0803891324736847
hiertest,0,0,0,12,0,0,FALSE,0.0578513797619318
highD2pop,1,0,0,12,0,0,FALSE,0.0646128204107019
highSCREEN,1,0,0,0,12,0,FALSE,0.0646128204107019
highTtest,0,0,0,12,0,0,FALSE,0.0578513797619318
